0.106968	-0.171889	-0.979292	0.985919	0.145666	0.082124	0.128533	-0.974287	0.185050	
0.877301	-0.444420	-0.181200	-0.469659	-0.717244	-0.514763	0.098806	0.536705	-0.837965	
-0.978060	0.200019	-0.058235	-0.183098	-0.692019	0.698273	0.099368	0.693615	0.713459	
0.320005	0.198727	-0.926339	-0.705667	0.702402	-0.093088	0.632164	0.683476	0.365007	
-0.141350	0.791609	-0.594453	0.242879	0.609860	0.754374	0.959703	-0.037749	-0.278469	
-0.721531	-0.432574	-0.540622	0.366544	0.423780	-0.828285	0.587400	-0.795795	-0.147213	
-0.140420	0.143583	-0.979626	0.989950	0.037115	-0.136460	0.016766	-0.988942	-0.147352	
0.374226	0.905875	-0.198356	0.692116	-0.130477	0.709895	0.617196	-0.402947	-0.675798	
0.445622	0.816883	-0.366229	0.113931	0.354017	0.928273	0.887942	-0.455384	0.064689	
-0.222956	0.415487	-0.881851	0.834786	0.548531	0.047386	0.503411	-0.725592	-0.469141	
-0.631748	0.424732	-0.648457	-0.695356	0.059212	0.716222	0.342598	0.903381	0.257933	
-0.314104	-0.791379	-0.524460	0.870698	-0.019918	-0.491415	0.378449	-0.611002	0.695308	
-0.945025	0.157590	-0.286519	-0.326670	-0.415776	0.848774	0.014630	0.895710	0.444398	
0.769117	0.095847	-0.631880	0.170571	0.922044	0.347477	0.615926	-0.375031	0.692811	
-0.532771	-0.633175	-0.561466	0.224037	0.534265	-0.815088	0.816065	-0.560045	-0.142786	
0.453903	-0.884428	-0.108439	0.404951	0.313154	-0.859040	0.793717	0.346008	0.500292	
0.777001	0.187734	-0.600853	-0.256522	0.966076	-0.029879	0.574861	0.177348	0.798801	
-0.202178	-0.232624	-0.951320	0.973449	0.058725	-0.221241	0.107332	-0.970792	0.214575	
-0.036586	-0.220103	-0.974790	-0.371623	0.908485	-0.191184	0.927662	0.355260	-0.115033	
-0.011336	0.704831	-0.709285	0.384297	0.657924	0.647651	0.923140	-0.265235	-0.278322	
0.843779	-0.460903	-0.274965	0.227121	0.770848	-0.595155	0.486265	0.439729	0.755106	
0.789873	-0.606024	-0.094000	-0.572874	-0.674414	-0.465813	0.218899	0.421783	-0.879876	
-0.858449	-0.273782	-0.433715	-0.027874	0.869268	-0.493554	0.512141	-0.411602	-0.753854	
0.929242	0.008070	-0.369383	-0.328980	0.473127	-0.817265	0.168169	0.880957	0.442305	
0.810343	0.063251	-0.582532	0.565336	0.177018	0.805643	0.154076	-0.982173	0.107687	
-0.411538	0.049607	-0.910042	0.872630	0.309557	-0.377746	0.262971	-0.949586	-0.170683	
-0.732705	0.663719	-0.150405	0.354033	0.560487	0.748675	0.581210	0.495310	-0.645650	
0.833711	-0.481143	-0.270974	-0.549279	-0.672168	-0.496470	0.056733	0.562753	-0.824676	
0.525694	0.412625	-0.743900	0.758175	0.169300	0.629689	0.385767	-0.895030	-0.223843	
0.478560	-0.731182	-0.486162	-0.507955	0.221089	-0.832528	0.716214	0.645363	-0.265603	
-0.585584	0.382625	-0.714626	-0.672655	0.262600	0.691793	0.452357	0.885799	0.103600	
0.788992	0.069359	-0.610475	0.288335	0.835599	0.467587	0.542544	-0.544944	0.639283	
-0.931441	0.336217	-0.139196	0.311659	0.934534	0.171800	0.187845	0.116639	-0.975248	
-0.111238	0.990171	-0.084785	-0.221497	0.058466	0.973407	0.968796	0.127059	0.212817	
-0.295048	0.919970	-0.258074	0.927541	0.340615	0.153782	0.229378	-0.194001	-0.953808	
-0.526501	-0.255841	-0.810767	0.530873	0.645943	-0.548572	0.664056	-0.719238	-0.204271	
2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
0.105600	-0.168117	-0.980094	0.986821	0.139244	0.082440	0.122612	-0.975883	0.180606	
0.867408	-0.460718	-0.187994	-0.487143	-0.709214	-0.509615	0.101461	0.533624	-0.839613	
-0.975863	0.209481	-0.061718	-0.192442	-0.691288	0.696482	0.103235	0.691548	0.714915	
0.322464	0.195578	-0.926157	-0.695226	0.712943	-0.091507	0.642400	0.673396	0.365869	
-0.124075	0.790759	-0.599422	0.255266	0.609195	0.750814	0.958877	-0.059855	-0.277440	
-0.729949	-0.422586	-0.537212	0.370696	0.415573	-0.830592	0.574247	-0.805432	-0.146696	
-0.138468	0.143144	-0.979967	0.990237	0.036037	-0.134656	0.016040	-0.989046	-0.146737	
