0.378863	0.903801	-0.199014	0.691109	-0.133287	0.710355	0.615493	-0.406668	-0.675122	
0.445687	0.817155	-0.365541	0.114294	0.353054	0.928595	0.887863	-0.455642	0.063956	
-0.215150	0.423409	-0.880020	0.846553	0.530127	0.048095	0.486887	-0.734636	-0.472494	
-0.620966	0.436196	-0.651256	-0.696223	0.074771	0.713921	0.360105	0.896740	0.257259	
-0.331091	-0.784296	-0.524651	0.869280	-0.037234	-0.492916	0.367057	-0.619269	0.694100	
-0.942458	0.161499	-0.292730	-0.333973	-0.414678	0.846466	0.015315	0.895522	0.444753	
0.770223	0.097813	-0.630229	0.170621	0.920550	0.351393	0.614528	-0.378181	0.692340	
-0.538848	-0.628640	-0.560762	0.224720	0.534280	-0.814890	0.811877	-0.565117	-0.146628	
0.449606	-0.886829	-0.106715	0.410441	0.311227	-0.857132	0.793342	0.341571	0.503921	
0.781142	0.179956	-0.597857	-0.244600	0.969224	-0.027849	0.574446	0.167990	0.801118	
-0.205743	-0.229418	-0.951334	0.973314	0.052990	-0.223276	0.101635	-0.971884	0.212393	
-0.033817	-0.222019	-0.974456	-0.366736	0.909756	-0.194551	0.929710	0.350788	-0.112188	
-0.004553	0.702703	-0.711469	0.390891	0.656118	0.645534	0.920426	-0.275167	-0.277667	
0.838485	-0.472727	-0.271058	0.238675	0.765766	-0.597190	0.489875	0.436040	0.754912	
0.777222	-0.621681	-0.097155	-0.588112	-0.662826	-0.463450	0.223722	0.417341	-0.880781	
-0.861021	-0.267465	-0.432557	-0.020947	0.868466	-0.495307	0.508138	-0.417408	-0.753369	
0.929721	0.001427	-0.368262	-0.323853	0.479243	-0.815748	0.175323	0.877681	0.446025	
0.808964	0.055896	-0.585195	0.569328	0.173475	0.803600	0.146435	-0.983251	0.108512	
-0.408701	0.056788	-0.910900	0.878234	0.296036	-0.375589	0.248330	-0.953487	-0.170864	
-0.722181	0.676071	-0.146226	0.361664	0.549266	0.753330	0.589621	0.491156	-0.641180	
0.824101	-0.493889	-0.277365	-0.563442	-0.664406	-0.491017	0.058224	0.560927	-0.825815	
0.535274	0.400353	-0.743774	0.761376	0.152615	0.630091	0.365770	-0.903563	-0.223128	
0.469686	-0.733070	-0.491939	-0.505866	0.233201	-0.830492	0.723529	0.638925	-0.261304	
-0.576133	0.397234	-0.714336	-0.665572	0.279281	0.692109	0.474430	0.874190	0.103485	
0.793782	0.063673	-0.604860	0.290224	0.834319	0.468702	0.534490	-0.547592	0.643789	
-0.926398	0.350526	-0.137541	0.326436	0.929688	0.170644	0.187685	0.113186	-0.975686	
-0.092774	0.992234	-0.082847	-0.222605	0.060430	0.973034	0.970484	0.108715	0.215270	
-0.283427	0.923027	-0.260173	0.931798	0.329212	0.152879	0.226764	-0.199098	-0.953382	
-0.528831	-0.250686	-0.810860	0.540202	0.637459	-0.549389	0.654614	-0.728562	-0.201687	
2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
0.101706	-0.168370	-0.980463	0.987981	0.132417	0.079746	0.116404	-0.976789	0.179814	
0.857401	-0.476863	-0.193559	-0.503847	-0.701121	-0.504546	0.104891	0.530123	-0.841408	
-0.973388	0.219509	-0.065813	-0.202674	-0.690578	0.694280	0.106951	0.689142	0.716690	
0.325540	0.191913	-0.925847	-0.689024	0.718709	-0.093293	0.647510	0.668302	0.366202	
-0.106466	0.789920	-0.603897	0.267670	0.607697	0.747701	0.957610	-0.082040	-0.276137	
-0.739846	-0.403022	-0.538703	0.380807	0.409241	-0.829161	0.554630	-0.818593	-0.149302	
-0.136803	0.142402	-0.980310	0.990471	0.035521	-0.133061	0.015874	-0.989171	-0.145904	
0.382711	0.902007	-0.199789	0.690295	-0.135461	0.710734	0.614023	-0.409919	-0.674494	
0.446341	0.817215	-0.364608	0.114419	0.351983	0.928987	0.887518	-0.456363	0.063600	
-0.203775	0.431749	-0.878674	0.859675	0.508347	0.050414	0.468438	-0.745101	-0.474753	
-0.609898	0.447864	-0.653791	-0.696368	0.090924	0.711902	0.378281	0.889466	0.256424	
-0.347686	-0.776653	-0.525286	0.867619	-0.054107	-0.494276	0.355459	-0.627601	0.692651	
-0.939953	0.163571	-0.299555	-0.341018	-0.414170	0.843901	0.013971	0.895381	0.445081	
0.771284	0.100374	-0.628527	0.169937	0.919166	0.355323	0.613386	-0.380865	0.691881	
-0.544803	-0.627118	-0.556699	0.224291	0.530709	-0.817338	0.808012	-0.570151	-0.148475	
0.445189	-0.889339	-0.104318	0.416811	0.308926	-0.854888	0.792512	0.337106	0.508217	
0.785487	0.172691	-0.594297	-0.232966	0.972153	-0.025423	0.573357	0.158421	0.803844	
-0.209022	-0.226606	-0.951294	0.972938	0.049790	-0.225638	0.098496	-0.972713	0.210066	
-0.031515	-0.223826	-0.974119	-0.361026	0.911354	-0.197724	0.932023	0.345452	-0.109528	
0.005150	0.702161	-0.712000	0.393808	0.653048	0.646872	0.919178	-0.283723	-0.273154	
0.833823	-0.483436	-0.266512	0.249286	0.760503	-0.599576	0.492540	0.433502	0.754639	
0.764686	-0.636495	-0.100643	-0.602769	-0.651276	-0.460986	0.227869	0.413174	-0.881682	
-0.864237	-0.257799	-0.432012	-0.010688	0.867941	-0.496553	0.502972	-0.424522	-0.752861	
0.930154	-0.005352	-0.367131	-0.318577	0.485352	-0.814213	0.182546	0.874302	0.449747	
0.807798	0.048305	-0.587477	0.573038	0.169259	0.801860	0.138169	-0.984387	0.109046	
-0.406711	0.061289	-0.911499	0.882950	0.282471	-0.374979	0.234490	-0.957316	-0.168999	
-0.713481	0.686370	-0.140858	0.367729	0.537926	0.758558	0.596423	0.489420	-0.636198	
0.814849	-0.505622	-0.283490	-0.576650	-0.657169	-0.485391	0.059124	0.558995	-0.827061	
0.544335	0.388239	-0.743619	0.763926	0.136819	0.630632	0.346578	-0.911346	-0.222111	
0.470265	-0.735279	-0.488073	-0.502669	0.231401	-0.832933	0.725379	0.637039	-0.260782	
-0.563095	0.410111	-0.717449	-0.662866	0.294290	0.688478	0.493490	0.863251	0.106135	
0.798281	0.057557	-0.599529	0.293216	0.832354	0.470330	0.526091	-0.551247	0.647576	
-0.920642	0.366003	-0.135868	0.342353	0.924129	0.169646	0.187651	0.109668	-0.976094	
-0.073213	0.993991	-0.081375	-0.223635	0.063154	0.972625	0.971919	0.089407	0.217667	
-0.271414	0.926060	-0.262195	0.936004	0.317406	0.152149	0.224121	-0.204120	-0.952945	
-0.533291	-0.235094	-0.812608	0.552850	0.630216	-0.545146	0.640279	-0.739972	-0.206117	
2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
