937.688	29.3	25.9547	14.3296	25.9438	4.47187
934.673	29.8123	25.5703	14.5111	25.5302	4.57615
931.658	29.8126	25.57	14.5109	25.5307	4.57586
928.643	29.8129	25.5698	14.5106	25.5311	4.57556
925.628	30.1305	25.3314	14.6229	25.2751	4.64009
922.613	30.3102	25.196	14.6863	25.1313	4.67635
919.598	30.3103	25.1957	14.686	25.1319	4.67605
916.583	30.7932	24.8319	14.8567	24.7441	4.77405
913.568	31.1895	24.5785	15.3405	23.911	4.98055
910.553	31.1897	24.5783	15.3402	23.9114	4.98028
907.538	31.6443	24.2378	15.5049	23.5389	5.07413
904.523	31.6447	24.2375	15.5046	23.5393	5.07387
901.508	31.6451	24.2373	15.5043	23.5397	5.07363
898.492	32.0856	23.9073	15.6639	23.1787	5.16456
895.477	32.0858	23.9071	15.6636	23.1791	5.16433
892.462	32.0861	23.9069	15.6634	23.1795	5.1641
889.447	32.5178	23.5802	15.819	22.8304	5.25257
886.432	32.5181	23.58	15.8187	22.8308	5.25234
883.417	32.5344	23.3096	16.1253	22.7611	5.26966
880.402	32.9399	23.1441	16.1111	22.4592	5.34572
877.387	32.9401	23.1439	16.1108	22.4598	5.3455
874.372	32.9532	22.9522	16.3254	22.4114	5.35778
871.357	33.3407	22.9691	16.1059	22.1636	5.42061
868.342	33.3414	22.969	16.105	22.1641	5.42045
865.327	33.3419	22.9688	16.1047	22.1645	5.42024
862.312	33.6536	22.4247	16.5796	21.8405	5.50163
859.296	33.7482	22.3527	16.6145	21.7635	5.521
856.281	33.7484	22.3526	16.6142	21.7639	5.52081
853.266	34.1286	22.0635	16.7555	21.4532	5.59921
850.251	34.129	22.0632	16.7552	21.4535	5.59902
847.236	34.1293	22.063	16.7549	21.4539	5.59888
844.221	34.1294	22.0628	16.7546	21.4544	5.59869
841.206	34.4993	21.7812	16.8921	21.1525	5.67493
838.191	34.4997	21.7809	16.8917	21.1529	5.67477
835.176	34.6042	21.7186	17.0571	20.8774	5.74272
832.161	34.8304	21.5837	17.4155	20.2803	5.89007
829.146	35.1784	21.3188	17.5476	19.9925	5.96277
826.131	35.1787	21.3186	17.5473	19.9928	5.96261
823.116	35.1789	21.3184	17.547	19.9931	5.96249
820.1	35.4957	21.0779	17.6674	19.7302	6.02879
817.085	35.5161	21.0625	17.6748	19.7136	6.03295
814.07	35.5164	21.0623	17.6746	19.7139	6.03282
811.055	35.5168	21.0621	17.6742	19.7142	6.0327
808.04	35.517	21.0619	17.6739	19.7145	6.03258
805.025	35.8434	20.8154	17.7982	19.4419	6.10112
802.01	35.8436	20.8152	17.7979	19.4422	6.10102
798.995	35.8454	20.8126	17.798	19.4429	6.10105
795.98	35.8458	20.8124	17.7976	19.4432	6.10093
792.965	36.1646	20.5705	17.9188	19.1783	6.16774
789.95	36.1648	20.5703	17.9186	19.1786	6.16764
786.935	36.339	20.4383	17.9846	19.0342	6.20405
783.92	36.3394	20.438	17.9842	19.0344	6.20395
780.905	36.7626	20.1767	18.5855	18.021	6.45426
777.889	36.7628	20.1765	18.5852	18.0212	6.45421
774.874	36.7632	20.1763	18.5849	18.0215	6.45412
771.859	36.7634	20.1762	18.5846	18.0217	6.45407
768.844	37.0549	19.9539	18.6976	17.7778	6.5158
765.829	37.0553	19.9537	18.6973	17.778	6.51573
762.814	37.0555	19.9536	18.697	17.7783	6.51568
759.799	37.0557	19.9534	18.6967	17.7786	6.51564
756.784	37.1349	19.8935	18.7272	17.712	6.53241
753.769	37.3368	19.7414	18.8057	17.5406	6.5755
750.754	37.337	19.7413	18.8055	17.5408	6.57545
747.739	37.3373	19.7411	18.8051	17.541	6.57541
744.724	37.6172	19.5927	19.3863	16.5956	6.80827
741.709	37.8769	19.3974	19.4899	16.3711	6.86465
738.693	37.8809	19.3918	19.4904	16.372	6.86491
735.678	37.8811	19.3916	19.4901	16.3722	6.86491
732.663	37.8903	19.3848	19.4933	16.3648	6.86678
729.648	38.1516	18.8401	20.0392	16.0148	6.95429
726.633	38.152	18.84	20.0388	16.0149	6.95425
723.618	38.1522	18.8398	20.0386	16.015	6.95428
720.603	38.4293	18.6977	20.6703	14.9981	7.20456
717.588	38.4295	18.6975	20.67	14.9985	7.20456
714.573	38.6592	18.5231	20.7668	14.7953	7.25557
711.558	38.6628	18.5181	20.7673	14.796	7.25582
708.543	38.6632	18.518	20.7669	14.7961	7.25584
705.528	38.9442	18.3775	21.4386	13.7186	7.52105
702.513	38.9446	18.3773	21.4383	13.7187	7.52107
699.497	39.445	18.084	22.2321	12.3887	7.8501
696.482	39.4454	18.0838	22.2318	12.3889	7.85013
693.467	42.5298	16.5961	29.9764	0	10.8978
690.452	42.5302	16.5959	29.976	0	10.8979
687.437	42.5306	16.5958	29.9757	0	10.898
684.422	42.5313	16.5951	29.9755	0	10.8981
681.407	42.5317	16.595	29.9752	0	10.8982
678.392	42.5413	16.7499	29.8107	0	10.8981
675.377	42.5534	16.9467	29.6019	0	10.898
672.362	42.5554	16.9757	29.5708	0	10.8981
669.347	42.5558	16.9756	29.5705	0	10.8982
666.332	42.5568	16.9746	29.5703	0	10.8983
663.317	42.557	16.9745	29.57	0	10.8985
660.302	42.5574	16.9744	29.5697	0	10.8985
657.286	42.5834	17.351	29.1669	0	10.8987
654.271	42.5837	17.3509	29.1666	0	10.8988
651.256	42.5841	17.3507	29.1662	0	10.899
648.241	42.5844	17.3506	29.1659	0	10.8991
645.226	42.5847	17.3505	29.1656	0	10.8992
642.211	42.5913	17.4543	29.0551	0	10.8992
639.196	42.6081	17.7311	28.7616	0	10.8992
636.181	42.6084	17.7309	28.7613	0	10.8993
633.166	42.6124	17.7257	28.7621	0	10.8998
630.151	42.6128	17.7255	28.7617	0	10.9
627.136	42.6279	17.9734	28.4987	0	10.9
624.121	42.6362	18.106	28.3578	0	10.9
621.106	42.6366	18.1058	28.3575	0	10.9001
618.09	42.6369	18.1057	28.3572	0	10.9003
615.075	42.6494	18.3116	28.1387	0	10.9003
612.06	42.6603	18.4861	27.9533	0	10.9003
609.045	42.6606	18.4859	27.953	0	10.9005
606.03	42.6643	18.4811	27.9536	0	10.901
603.015	42.6646	18.4809	27.9533	0	10.9012
600	42.6871	18.8451	27.5666	0	10.9012
