1200	7.61988	42.4062	6.45183	43.5221	0
1196.98	7.61985	42.4052	6.45164	43.5233	0
1193.97	7.6206	42.4031	6.45159	43.5247	0
1190.95	7.62062	42.4022	6.45139	43.5258	0
1187.94	7.62064	42.4013	6.45121	43.5269	0
1184.92	7.6206	42.4004	6.45103	43.528	0
1181.91	7.62066	42.3996	6.45086	43.5289	0
1178.89	7.62062	42.3987	6.45068	43.53	0
1175.88	7.62066	42.3979	6.45051	43.5309	0
1172.86	7.62068	42.397	6.45032	43.532	0
1169.85	7.62065	42.3962	6.45016	43.5329	0
1166.83	7.62067	42.3953	6.44998	43.534	0
1163.82	7.6214	42.3932	6.44988	43.5356	0
1160.8	7.62136	42.3962	6.44595	43.5365	0
1157.79	7.62138	42.3953	6.44576	43.5376	0
1154.77	7.6214	42.3944	6.44559	43.5386	0
1151.76	7.62143	42.3936	6.44542	43.5395	0
1148.74	7.62139	42.3928	6.44523	43.5406	0
1145.73	7.62143	42.3919	6.44506	43.5416	0
1142.71	7.62141	42.3911	6.4449	43.5426	0
1139.7	7.62217	42.3889	6.44479	43.5442	0
1136.68	7.62212	42.388	6.44462	43.5452	0
1133.67	7.62214	42.3871	6.44443	43.5463	0
1130.65	7.62214	42.3864	6.44427	43.5472	0
1127.64	7.62216	42.3855	6.4441	43.5482	0
1124.62	7.62217	42.3847	6.4439	43.5493	0
1121.61	7.62219	42.3838	6.44372	43.5503	0
1118.59	7.62214	42.3829	6.44355	43.5514	0
1115.58	7.62219	42.3822	6.4434	43.5522	0
1112.56	7.62291	42.3798	6.4433	43.5539	0
1109.55	7.62293	42.379	6.44312	43.555	0
1106.53	7.62295	42.3781	6.44295	43.556	0
1103.52	7.62298	42.3773	6.44278	43.5569	0
1100.5	7.63588	42.4377	6.36827	43.5581	0
1097.49	7.99247	42.0988	6.5669	43.2671	7.48E-02
1094.47	8.2725	41.8891	6.6612	43.0456	0.131518
1091.46	9.61096	40.8862	7.11188	41.989	0.402023
1088.44	10.1634	40.4718	7.29777	41.5535	0.513488
1085.43	10.1634	40.4711	7.29761	41.5546	0.513291
1082.41	10.5197	40.2049	7.41764	41.2726	0.585242
1079.4	12.1204	39.0062	7.95664	40.0086	0.908167
1076.38	12.3362	38.8442	8.02909	39.8391	0.951424
1073.37	12.3362	38.8435	8.02889	39.8402	0.951144
1070.35	12.7689	38.5206	8.1747	39.4974	1.03837
1067.34	13.2874	38.1321	8.34914	39.0887	1.14264
1064.32	14.4027	37.2973	8.72463	38.2082	1.36719
1061.31	15.2236	36.6882	8.99565	37.5603	1.53229
1058.29	15.4682	36.5056	9.07787	37.367	1.58133
1055.28	15.4683	36.505	9.07767	37.3681	1.58098
1052.26	16.4873	35.7439	9.42067	36.5621	1.78605
1049.25	17.4602	35.0162	9.74795	35.794	1.9816
1046.23	17.4604	35.0156	9.74773	35.7951	1.98121
1043.22	17.4643	35.0124	9.74883	35.7929	1.98162
1040.2	18.4007	34.3122	10.0638	35.0535	2.16971
1037.19	19.0354	33.8375	10.2772	34.553	2.29701
1034.17	19.6421	33.4163	10.7153	33.7212	2.50513
1031.16	19.6423	33.416	10.7151	33.722	2.50473
1028.14	19.8102	33.2909	10.7727	33.5876	2.53862
1025.13	20.6679	32.6501	11.0675	32.9015	2.71298
1022.11	21.4894	32.0382	11.3501	32.2421	2.8802
1019.1	21.4895	32.0379	11.3499	32.2429	2.8798
1016.08	21.8804	31.7474	11.4843	31.9287	2.95922
1013.07	22.047	31.4188	11.7738	31.7583	3.00215
1010.05	23.0624	30.6518	12.1335	30.9432	3.20901
1007.04	23.0626	30.6515	12.1333	30.9439	3.20862
1004.02	23.4706	30.3434	12.2777	30.6168	3.29145
1001.01	23.7921	30.1017	12.3916	30.3579	3.35682
997.99	23.7922	30.1013	12.3913	30.3587	3.35641
994.975	24.2947	29.7234	12.5695	29.9535	3.45881
991.96	25.1715	29.0687	12.8725	29.2501	3.63719
988.945	25.1718	29.0684	12.8723	29.2507	3.63681
985.93	25.8242	28.5767	13.1033	28.7263	3.76955
982.915	25.8275	28.5713	13.1036	28.7283	3.76935
979.899	26.4552	28.0995	13.3262	28.2218	3.89729
976.884	26.4555	28.0993	13.3259	28.2224	3.89693
973.869	26.7095	27.9084	13.4158	28.0179	3.94845
970.854	27.063	27.6417	13.5407	27.7345	4.02012
967.839	27.0632	27.6414	13.5404	27.7353	4.01975
964.824	27.6507	27.1983	13.7483	27.2636	4.13912
961.809	27.651	27.198	13.748	27.2642	4.13877
958.794	27.9689	26.9582	13.8603	27.0094	4.20317
955.779	28.218	26.7711	13.9484	26.8087	4.25371
952.764	28.2183	26.7709	13.9482	26.8092	4.25339
949.749	28.7653	26.3601	14.1421	26.3677	4.36478
946.734	28.7656	26.3599	14.1418	26.3683	4.36447
943.719	28.7658	26.3595	14.1415	26.369	4.36414
940.703	29.2966	25.9601	14.3293	25.9421	4.47196
